,0
543,True
544,False
545,False
546,False
547,True
548,True
549,False
550,True
551,False
552,False
553,False
554,False
555,False
556,False
557,True
558,True
559,True
560,True
561,True
562,True
563,False
564,False
565,False
566,False
567,False
568,False
569,False
570,False
571,True
572,False
573,False
574,False
575,False
576,True
577,False
578,True
579,False
580,False
581,False
582,False
583,True
584,False
585,True
586,False
587,False
588,False
589,False
590,True
591,False
592,False
593,True
594,True
595,False
596,True
597,True
598,False
599,False
600,False
601,False
602,False
603,True
604,True
605,False
606,False
607,True
608,False
609,True
610,True
611,False
612,True
613,False
614,False
615,True
616,False
617,False
618,False
619,False
620,True
621,False
622,False
623,True
624,True
625,True
626,False
627,False
628,False
629,False
630,True
631,True
632,False
633,True
634,True
635,False
636,False
637,True
638,True
639,True
640,False
641,False
642,True
643,False
644,True
645,False
646,False
647,False
648,False
649,False
650,False
651,False
652,False
653,False
654,False
655,True
656,False
657,False
658,True
659,True
660,False
661,True
662,False
663,False
664,False
665,False
666,False
667,True
668,False
669,False
670,False
671,True
672,False
673,True
674,False
675,False
676,False
677,False
678,False
679,True
680,True
681,False
682,True
683,True
684,False
685,False
686,True
687,True
688,False
689,False
690,False
691,False
692,False
693,False
694,False
695,True
696,False
697,False
698,False
699,False
700,False
701,False
702,False
703,True
704,True
705,False
706,False
707,True
708,True
709,False
710,True
711,True
712,True
713,False
714,True
715,False
716,True
717,False
718,False
719,False
720,False
721,False
722,False
723,True
724,False
725,False
726,False
727,False
728,False
729,False
730,True
731,False
732,True
733,False
734,False
735,True
736,False
737,False
738,False
739,False
740,False
741,False
742,True
743,False
744,False
745,True
746,False
747,False
748,True
749,False
750,False
751,False
752,True
753,True
754,True
755,False
756,False
757,False
758,True
759,False
760,False
761,True
762,False
763,False
764,False
765,True
766,True
767,True
768,False
769,False
770,False
771,True
772,False
773,True
774,True
775,True
776,True
777,False
778,False
779,False
780,False
781,False
782,True
783,False
784,True
785,False
786,True
787,False
788,False
789,False
790,True
791,False
792,True
793,True
794,False
795,True
796,False
797,True
798,False
799,False
800,False
801,False
802,True
803,True
804,False
805,False
806,False
807,False
808,False
809,False
810,False
811,False
812,False
813,True
814,False
815,True
816,True
817,False
818,False
819,False
820,False
821,False
822,False
823,False
824,True
825,False
826,False
827,True
828,False
829,True
830,True
831,False
832,True
833,False
834,False
835,False
836,True
837,False
838,False
839,False
840,True
841,False
842,False
843,True
844,False
845,False
846,False
847,False
848,False
849,False
850,True
851,False
852,False
853,False
854,True
855,False
856,False
857,False
858,False
859,True
860,True
861,True
862,False
863,True
864,True
865,False
866,False
867,False
868,False
869,False
870,False
871,True
872,False
873,True
874,False
875,False
876,False
877,True
878,False
879,True
880,False
881,False
882,False
883,False
884,False
885,False
886,False
887,True
888,False
889,False
890,False
891,False
892,True
893,False
894,False
895,True
896,False
897,False
898,False
899,True
900,True
901,True
902,False
903,False
904,True
905,False
906,False
907,True
908,False
909,True
910,False
911,True
912,True
913,False
914,True
915,False
916,False
917,True
918,False
919,False
920,True
921,False
922,True
923,False
924,False
925,True
926,False
927,False
928,False
929,False
930,False
931,False
932,False
933,True
934,False
935,True
936,True
937,False
938,False
939,True
940,False
941,False
942,False
943,False
944,False
945,False
946,True
947,False
948,False
949,True
950,True
951,False
952,False
953,False
954,True
955,False
956,False
957,True
958,True
959,False
960,False
961,True
962,False
963,True
964,False
965,True
966,False
967,True
968,True
969,False
970,False
971,False
972,False
973,False
974,True
975,False
976,False
977,False
978,True
979,True
980,False
981,True
982,False
983,False
984,False
985,False
986,False
987,True
988,True
989,True
990,True
991,False
992,False
993,False
994,True
995,False
996,False
997,False
998,True
999,False
1000,False
1001,False
1002,False
1003,False
1004,False
1005,True
1006,False
1007,False
1008,False
1009,True
1010,False
1011,True
1012,False
1013,False
1014,True
1015,False
1016,True
1017,True
1018,True
1019,False
1020,False
1021,False
1022,True
1023,False
1024,True
1025,True
1026,False
1027,False
1028,False
1029,False
1030,True
1031,False
1032,True
1033,False
1034,False
1035,False
1036,False
1037,True
1038,True
1039,True
1040,True
1041,False
1042,False
1043,True
1044,True
1045,False
1046,False
1047,True
1048,True
1049,True
1050,False
1051,True
1052,False
1053,False
1054,True
1055,True
1056,False
1057,True
1058,False
1059,True
1060,True
1061,False
1062,False
1063,False
1064,False
1065,False
1066,True
1067,False
1068,True
1069,True
1070,True
1071,False
1072,True
1073,False
1074,False
1075,True
1076,True
1077,True
1078,False
1079,False
1080,False
1081,False
1082,False
1083,False
1084,False
1085,True
1086,True
1087,False
1088,False
1089,True
1090,False
1091,True
1092,True
1093,True
1094,True
1095,False
1096,False
1097,False
1098,False
1099,False
1100,True
1101,False
1102,False
1103,False
1104,False
1105,True
1106,False
1107,True
1108,True
1109,False
1110,False
1111,False
1112,False
1113,True
1114,True
1115,False
1116,True
1117,False
1118,False
1119,True
1120,False
1121,False
1122,True
1123,False
1124,False
1125,False
1126,False
1127,False
1128,True
1129,False
1130,False
1131,True
1132,False
1133,False
1134,False
1135,True
1136,False
1137,False
1138,True
1139,False
1140,True
1141,False
1142,False
1143,True
1144,False
1145,True
1146,False
1147,True
1148,True
1149,True
1150,False
1151,True
1152,True
1153,True
1154,True
1155,True
1156,False
1157,True
1158,False
1159,False
1160,False
1161,False
1162,False
1163,False
1164,False
1165,False
1166,False
1167,True
1168,True
1169,False
1170,False
1171,True
1172,True
1173,False
1174,True
1175,True
1176,False
1177,False
1178,False
1179,True
1180,False
1181,False
1182,True
1183,False
1184,False
1185,False
1186,True
1187,False
1188,False
1189,False
1190,True
1191,False
1192,True
1193,False
1194,False
1195,False
1196,True
1197,False
1198,True
1199,False
1200,False
1201,False
1202,True
1203,False
1204,True
1205,False
1206,False
1207,False
1208,False
1209,True
1210,False
1211,False
1212,False
1213,True
1214,True
1215,True
1216,False
1217,False
1218,True
1219,False
1220,True
1221,False
1222,False
1223,True
1224,False
1225,False
1226,False
1227,True
1228,True
1229,False
1230,False
1231,False
1232,False
1233,False
1234,False
1235,True
1236,False
1237,False
1238,False
1239,False
1240,False
1241,True
1242,False
1243,False
1244,True
1245,False
1246,False
1247,True
1248,False
1249,True
1250,False
1251,False
1252,True
1253,True
1254,False
1255,True
1256,False
1257,True
1258,False
1259,True
1260,False
1261,False
1262,False
1263,False
1264,False
1265,True
1266,False
1267,False
1268,False
1269,False
1270,False
1271,False
1272,False
1273,False
1274,False
1275,False
1276,False
1277,False
1278,False
1279,False
1280,False
1281,False
1282,False
1283,False
1284,False
1285,True
1286,False
1287,False
1288,False
1289,False
1290,True
1291,False
1292,False
1293,True
1294,False
1295,False
1296,False
1297,True
1298,True
1299,False
1300,False
1301,True
1302,False
1303,False
1304,False
1305,False
1306,False
1307,False
1308,False
1309,False
1310,False
1311,True
1312,False
1313,False
1314,True
1315,True
1316,False
1317,False
1318,True
1319,True
1320,False
1321,False
1322,False
1323,False
1324,True
1325,False
1326,False
1327,False
1328,False
1329,True
1330,True
1331,False
1332,True
1333,False
1334,False
1335,False
1336,True
1337,False
1338,False
1339,False
1340,False
1341,False
1342,True
1343,True
1344,False
1345,False
1346,True
1347,False
1348,False
1349,True
1350,False
1351,False
1352,False
1353,False
1354,False
1355,False
1356,False
1357,True
1358,False
1359,False
1360,False
1361,True
1362,False
1363,False
1364,False
1365,False
1366,True
1367,False
1368,False
1369,True
1370,False
1371,True
1372,True
1373,False
1374,False
1375,False
1376,False
1377,False
1378,True
1379,False
1380,False
1381,False
1382,False
1383,False
1384,True
1385,False
1386,False
1387,True
1388,True
1389,False
1390,False
1391,False
1392,False
1393,False
1394,True
1395,False
1396,True
1397,False
1398,False
1399,False
1400,False
1401,True
1402,True
1403,True
1404,False
1405,False
1406,False
1407,False
1408,False
1409,False
1410,True
1411,True
1412,False
1413,True
1414,False
1415,False
1416,False
1417,True
1418,False
1419,False
1420,False
1421,True
1422,False
1423,False
1424,False
1425,False
1426,False
1427,False
1428,False
1429,False
1430,False
1431,True
1432,False
1433,False
1434,True
1435,False
1436,False
1437,True
1438,False
1439,False
1440,False
1441,False
1442,True
1443,True
1444,False
1445,True
1446,False
1447,True
1448,False
1449,False
1450,False
1451,True
1452,True
1453,True
1454,False
1455,False
1456,False
1457,False
1458,False
1459,False
1460,False
1461,False
1462,False
1463,False
1464,False
1465,False
1466,False
1467,False
1468,False
1469,False
1470,False
1471,False
1472,False
1473,True
1474,True
1475,False
1476,True
1477,False
1478,False
1479,False
1480,True
1481,True
1482,False
1483,False
1484,True
1485,True
1486,False
1487,False
1488,False
1489,False
1490,True
1491,False
1492,True
1493,True
1494,False
1495,True
1496,False
1497,False
1498,False
1499,False
1500,False
1501,False
1502,False
1503,False
1504,True
1505,False
1506,False
1507,False
1508,False
1509,False
1510,True
1511,False
1512,False
1513,True
1514,True
1515,False
1516,False
1517,False
1518,False
1519,False
1520,False
1521,False
1522,True
1523,True
1524,False
1525,False
1526,False
1527,False
1528,False
1529,False
1530,True
1531,False
1532,False
1533,True
1534,False
1535,True
1536,False
1537,False
1538,True
1539,False
1540,False
1541,False
1542,True
1543,False
1544,False
1545,False
1546,True
1547,False
1548,True
1549,True
1550,False
1551,False
1552,False
1553,True
1554,True
1555,False
1556,False
1557,True
1558,False
1559,True
1560,False
1561,False
1562,False
1563,False
1564,True
1565,True
1566,True
1567,False
1568,True
1569,False
1570,False
1571,False
1572,False
1573,False
1574,False
1575,False
1576,False
1577,False
1578,False
1579,True
1580,False
1581,True
1582,True
1583,False
1584,True
1585,False
1586,True
1587,False
1588,True
1589,True
1590,False
1591,False
1592,True
1593,False
1594,False
1595,False
1596,False
1597,False
1598,False
1599,False
1600,False
1601,True
1602,True
1603,False
1604,False
1605,False
1606,False
1607,False
1608,False
1609,True
1610,False
1611,False
1612,True
1613,False
1614,False
1615,False
1616,False
1617,False
1618,False
1619,False
1620,True
1621,True
1622,True
1623,True
1624,False
1625,False
1626,False
1627,False
1628,False
1629,True
1630,True
1631,False
1632,False
1633,False
1634,True
1635,False
1636,False
1637,False
1638,True
1639,False
1640,False
1641,True
1642,True
1643,False
1644,True
1645,False
1646,True
1647,False
1648,True
1649,False
1650,True
1651,False
1652,True
1653,False
1654,True
1655,False
1656,True
1657,True
1658,True
1659,False
1660,False
1661,True
1662,False
1663,False
1664,False
1665,False
1666,False
1667,False
1668,True
1669,False
1670,True
1671,False
1672,False
1673,False
1674,False
1675,False
1676,True
1677,False
1678,True
1679,False
1680,True
1681,False
1682,False
1683,False
1684,True
1685,True
1686,False
1687,False
1688,False
1689,False
1690,True
1691,False
1692,True
1693,False
1694,False
1695,False
1696,True
1697,False
1698,False
1699,True
1700,False
1701,False
1702,False
1703,True
1704,False
1705,False
1706,False
1707,False
1708,True
1709,False
1710,False
1711,False
1712,False
1713,True
1714,True
1715,False
1716,False
1717,False
1718,False
1719,True
1720,False
1721,True
1722,False
1723,False
1724,False
1725,True
1726,False
1727,True
1728,True
1729,False
1730,False
1731,True
1732,False
1733,False
1734,True
1735,False
1736,False
1737,False
1738,False
1739,False
1740,False
1741,True
1742,False
1743,False
1744,False
1745,True
1746,True
1747,False
1748,True
1749,False
1750,True
1751,False
1752,False
1753,True
1754,False
1755,False
1756,True
1757,True
1758,False
1759,False
1760,False
1761,False
1762,False
1763,False
1764,True
1765,False
1766,False
1767,False
1768,False
1769,True
1770,True
1771,True
1772,False
1773,True
1774,False
1775,False
1776,True
1777,False
1778,False
1779,False
1780,True
1781,True
1782,True
1783,True
1784,False
1785,False
1786,False
1787,True
1788,False
1789,False
1790,False
1791,False
1792,False
1793,False
1794,False
1795,True
1796,False
1797,False
1798,False
1799,False
1800,False
1801,False
1802,True
1803,False
1804,False
1805,False
1806,False
1807,False
1808,False
1809,True
1810,True
1811,True
1812,True
1813,True
1814,False
1815,True
1816,True
1817,False
1818,False
1819,False
1820,True
1821,False
1822,False
1823,True
1824,False
1825,False
1826,False
1827,False
1828,True
1829,False
1830,False
1831,False
1832,True
1833,True
1834,False
1835,False
1836,False
1837,False
1838,False
1839,False
1840,True
1841,False
1842,False
1843,False
1844,False
1845,False
1846,False
1847,True
1848,True
1849,True
1850,True
1851,True
1852,True
1853,False
1854,False
1855,False
1856,False
1857,True
1858,False
1859,False
1860,False
1861,True
1862,False
1863,False
1864,False
1865,False
1866,False
1867,True
1868,False
1869,True
1870,True
1871,False
1872,True
1873,False
1874,False
1875,True
1876,True
1877,True
1878,False
1879,False
1880,False
1881,True
1882,False
1883,True
1884,True
1885,True
1886,False
1887,True
1888,False
1889,False
1890,True
1891,False
1892,True
1893,True
1894,True
1895,False
1896,False
1897,False
1898,False
1899,True
1900,False
1901,False
1902,False
1903,True
1904,False
1905,True
1906,False
1907,True
1908,False
1909,True
1910,False
1911,False
1912,False
1913,False
1914,True
1915,False
1916,False
1917,False
1918,False
1919,False
1920,False
1921,False
1922,False
1923,False
1924,True
1925,False
1926,True
1927,True
1928,False
1929,False
1930,False
1931,False
1932,True
1933,True
1934,False
1935,False
1936,False
1937,False
1938,False
1939,False
1940,False
1941,False
1942,False
1943,True
1944,False
1945,False
1946,True
1947,True
1948,False
1949,False
1950,False
1951,False
1952,True
1953,False
1954,False
1955,True
1956,False
1957,True
1958,False
1959,True
1960,True
1961,True
1962,False
1963,True
1964,True
1965,False
1966,True
1967,False
1968,False
1969,True
1970,True
1971,False
1972,False
1973,True
1974,False
1975,False
1976,False
1977,True
1978,True
1979,False
1980,True
1981,True
1982,False
1983,False
1984,False
1985,True
1986,True
1987,False
1988,False
1989,True
1990,True
1991,True
1992,True
1993,False
1994,False
1995,True
1996,False
1997,False
1998,False
1999,False
2000,True
2001,False
2002,False
2003,False
2004,False
2005,True
2006,True
2007,True
2008,True
2009,False
2010,True
2011,True
2012,False
2013,False
2014,False
2015,True
2016,False
2017,False
2018,False
2019,False
2020,True
2021,False
2022,True
2023,False
2024,False
2025,True
2026,False
2027,False
2028,False
2029,False
2030,True
2031,False
2032,False
2033,False
2034,False
2035,True
2036,False
2037,False
2038,True
2039,False
2040,False
2041,False
2042,True
2043,True
2044,True
2045,False
2046,True
2047,False
2048,False
2049,False
2050,False
2051,True
2052,False
2053,True
2054,False
2055,True
2056,False
2057,False
2058,False
2059,False
2060,False
2061,True
2062,True
2063,False
2064,False
2065,False
2066,False
2067,True
2068,False
2069,False
2070,False
2071,False
2072,False
2073,False
2074,False
2075,True
2076,False
2077,False
2078,True
2079,False
2080,False
2081,False
2082,False
2083,False
2084,False
2085,False
2086,True
2087,True
2088,True
2089,True
2090,True
2091,False
2092,False
2093,False
2094,False
2095,True
2096,False
2097,True
2098,True
2099,True
2100,False
2101,False
2102,False
2103,True
2104,False
2105,True
2106,True
2107,False
2108,False
2109,False
2110,False
2111,False
2112,False
2113,False
2114,True
2115,False
2116,True
2117,False
2118,False
2119,True
2120,False
2121,False
2122,False
2123,True
2124,True
2125,False
2126,False
2127,False
2128,True
2129,False
2130,False
2131,True
2132,False
2133,False
2134,False
2135,False
2136,True
2137,False
2138,False
2139,False
2140,False
2141,False
2142,True
2143,False
2144,False
2145,False
2146,False
2147,False
2148,True
2149,False
2150,False
2151,False
2152,False
2153,True
2154,False
2155,False
2156,False
2157,False
2158,False
2159,False
2160,False
2161,False
2162,True
2163,False
2164,False
2165,True
2166,True
2167,True
2168,True
2169,True
2170,True
2171,True
2172,False
2173,True
2174,False
2175,False
2176,False
2177,False
2178,True
2179,False
2180,False
2181,False
2182,False
2183,True
2184,True
2185,True
2186,False
2187,False
2188,True
2189,False
2190,True
2191,False
2192,True
2193,False
2194,False
2195,False
2196,True
2197,False
2198,True
2199,False
2200,False
2201,True
2202,True
2203,True
2204,False
2205,False
2206,False
2207,False
2208,False
2209,False
2210,True
2211,False
2212,True
2213,False
2214,False
2215,False
2216,False
2217,False
2218,False
2219,True
2220,True
2221,False
2222,False
2223,True
2224,True
2225,True
2226,True
2227,True
2228,True
2229,False
2230,True
2231,False
2232,False
2233,False
2234,False
2235,False
2236,True
2237,False
2238,False
2239,False
2240,False
2241,False
2242,True
2243,False
2244,False
2245,False
2246,False
2247,False
2248,False
2249,True
2250,False
2251,False
2252,False
2253,False
2254,False
2255,True
2256,False
2257,False
2258,False
2259,False
2260,True
2261,False
2262,True
2263,False
2264,False
2265,True
2266,True
2267,True
2268,True
2269,True
2270,True
2271,False
2272,True
2273,True
2274,False
2275,True
2276,False
2277,False
2278,True
2279,False
2280,False
2281,False
2282,False
2283,True
2284,False
2285,False
2286,False
2287,True
2288,True
2289,False
2290,False
2291,True
2292,True
2293,False
2294,False
2295,False
2296,True
2297,False
2298,False
2299,False
2300,False
2301,False
2302,True
2303,True
2304,False
2305,True
2306,False
2307,False
2308,False
2309,True
2310,False
2311,True
2312,False
2313,False
2314,False
2315,False
2316,False
2317,False
2318,True
2319,False
2320,False
2321,False
2322,False
2323,False
2324,False
2325,True
2326,False
2327,False
2328,True
2329,False
2330,True
2331,False
2332,False
2333,False
2334,False
2335,False
2336,False
2337,True
2338,False
2339,False
2340,False
2341,False
2342,True
2343,False
2344,False
2345,False
2346,False
2347,False
2348,False
2349,False
2350,False
2351,False
2352,True
2353,False
2354,False
2355,True
2356,False
2357,True
2358,False
2359,False
2360,True
2361,True
2362,False
2363,False
2364,False
2365,True
2366,True
2367,False
2368,True
2369,False
2370,True
2371,False
2372,True
2373,True
2374,False
2375,False
2376,False
2377,False
2378,False
2379,False
2380,False
2381,True
2382,False
2383,False
2384,False
2385,True
2386,True
2387,False
2388,False
2389,True
2390,False
2391,False
2392,False
2393,True
2394,True
2395,True
2396,False
2397,False
2398,False
2399,False
2400,False
2401,False
2402,False
2403,False
2404,False
2405,False
2406,True
2407,False
2408,False
2409,False
2410,False
2411,False
2412,True
2413,False
2414,False
2415,True
2416,True
2417,True
2418,False
2419,False
2420,False
2421,False
2422,True
2423,False
2424,False
2425,True
2426,False
2427,False
2428,False
2429,True
2430,True
2431,True
2432,False
2433,True
2434,True
2435,False
2436,False
2437,False
2438,True
2439,False
2440,False
2441,False
2442,False
2443,True
2444,False
2445,False
2446,False
2447,False
2448,True
2449,True
2450,False
2451,False
2452,False
2453,False
2454,False
2455,True
2456,False
2457,True
2458,True
2459,False
2460,False
2461,False
2462,True
2463,False
2464,False
2465,False
2466,False
2467,False
2468,True
2469,True
2470,False
2471,False
2472,True
2473,False
2474,True
2475,False
2476,True
2477,True
2478,False
2479,False
2480,False
2481,False
2482,True
2483,False
2484,False
2485,True
2486,True
2487,False
2488,False
2489,False
2490,False
2491,False
2492,False
2493,False
2494,False
2495,True
2496,True
2497,False
2498,False
2499,False
2500,False
2501,False
2502,True
2503,False
2504,False
2505,False
2506,False
2507,True
2508,False
2509,False
2510,False
2511,False
2512,False
2513,False
2514,True
2515,True
2516,False
2517,False
2518,False
2519,False
2520,False
2521,False
2522,True
2523,False
2524,False
2525,True
2526,True
2527,False
2528,False
2529,False
2530,True
2531,False
2532,False
2533,False
2534,True
2535,True
2536,False
2537,True
2538,False
2539,False
2540,False
2541,True
2542,False
2543,False
2544,True
2545,False
2546,False
2547,True
2548,False
2549,True
2550,False
2551,True
2552,True
2553,False
2554,True
2555,False
2556,False
2557,False
2558,True
2559,True
2560,True
2561,True
2562,False
2563,False
2564,True
2565,False
2566,True
2567,False
2568,False
2569,True
2570,False
2571,True
2572,True
2573,False
2574,False
2575,False
2576,False
2577,False
2578,False
2579,True
2580,False
2581,False
2582,True
2583,False
2584,False
2585,True
2586,False
2587,True
2588,False
2589,False
2590,False
2591,False
2592,False
2593,False
2594,True
2595,False
2596,False
2597,False
2598,False
2599,False
2600,True
2601,False
2602,False
2603,False
2604,True
2605,False
2606,False
2607,True
2608,True
2609,True
2610,False
2611,False
2612,False
2613,False
2614,False
2615,False
2616,False
2617,False
2618,True
2619,False
2620,True
2621,False
2622,False
2623,True
2624,False
2625,True
2626,True
2627,False
2628,True
2629,True
2630,False
2631,False
2632,False
2633,False
2634,False
2635,True
2636,False
2637,True
2638,False
2639,False
2640,True
2641,True
2642,False
2643,True
2644,False
2645,True
2646,False
2647,True
2648,False
2649,True
2650,True
2651,False
2652,False
2653,False
2654,False
2655,False
2656,True
2657,True
2658,False
2659,False
2660,False
2661,False
2662,False
2663,False
2664,False
2665,False
2666,True
2667,False
2668,False
2669,False
2670,True
2671,True
2672,True
2673,True
2674,False
2675,False
2676,True
2677,True
2678,False
2679,False
2680,True
2681,True
2682,False
2683,False
2684,False
2685,False
2686,False
2687,False
2688,False
2689,False
2690,False
2691,False
2692,False
2693,False
2694,False
2695,False
2696,False
2697,False
2698,False
2699,False
2700,False
2701,False
2702,False
2703,True
2704,False
2705,False
2706,True
2707,False
2708,True
2709,False
2710,True
2711,False
2712,False
2713,False
2714,True
2715,False
2716,False
2717,False
2718,False
2719,False
2720,False
2721,False
2722,False
2723,True
2724,False
2725,False
2726,False
2727,False
2728,False
2729,True
2730,False
2731,True
2732,False
2733,False
2734,False
2735,False
2736,False
2737,False
2738,False
2739,False
2740,False
2741,False
2742,True
2743,False
2744,False
2745,False
2746,False
2747,False
2748,False
2749,True
2750,False
2751,True
2752,False
2753,False
2754,False
2755,True
2756,False
2757,False
2758,True
2759,False
2760,False
2761,False
2762,True
2763,True
2764,False
2765,False
2766,True
2767,True
2768,False
2769,False
2770,False
2771,False
2772,True
2773,False
2774,False
2775,True
2776,False
2777,False
2778,False
2779,True
2780,False
2781,True
2782,False
2783,False
2784,False
2785,False
2786,False
2787,True
2788,False
2789,False
2790,False
2791,True
2792,False
2793,False
2794,False
2795,False
2796,False
2797,False
2798,True
2799,False
2800,True
2801,False
2802,False
2803,True
2804,False
2805,False
2806,False
2807,True
2808,False
2809,False
2810,True
2811,False
2812,True
2813,False
2814,True
2815,False
2816,True
2817,True
2818,True
2819,False
2820,False
2821,False
2822,True
2823,False
2824,False
2825,True
2826,True
2827,True
2828,False
2829,True
2830,False
2831,True
2832,False
2833,True
2834,True
2835,True
2836,False
2837,True
2838,False
2839,False
2840,False
2841,False
2842,False
2843,True
2844,False
2845,False
2846,False
2847,False
2848,False
2849,False
2850,False
2851,True
2852,False
2853,False
2854,False
2855,False
2856,True
2857,True
2858,True
2859,False
2860,False
2861,False
2862,True
2863,True
2864,True
2865,False
2866,True
2867,True
2868,True
2869,False
2870,False
2871,False
2872,False
2873,False
2874,False
2875,False
2876,False
2877,False
2878,False
2879,False
2880,False
2881,False
2882,True
2883,False
2884,False
2885,False
2886,False
2887,False
2888,True
2889,False
2890,True
2891,False
2892,True
2893,False
2894,True
2895,True
2896,False
2897,False
2898,False
2899,True
2900,False
2901,False
2902,False
2903,False
2904,False
2905,False
2906,False
2907,True
2908,False
2909,False
2910,False
2911,False
2912,True
2913,False
2914,True
2915,True
2916,False
2917,True
2918,True
2919,False
2920,False
2921,False
2922,True
2923,False
2924,True
2925,False
2926,False
2927,False
2928,True
2929,False
2930,False
2931,False
2932,True
2933,True
2934,True
2935,False
2936,False
2937,True
2938,False
2939,False
2940,True
2941,False
2942,True
2943,True
2944,False
2945,False
2946,True
2947,True
2948,True
2949,True
2950,False
2951,False
2952,False
2953,True
2954,False
2955,False
2956,False
2957,False
2958,False
2959,False
2960,False
2961,True
2962,False
2963,False
2964,False
2965,True
2966,False
2967,False
2968,False
2969,False
2970,False
2971,False
2972,True
2973,True
2974,False
2975,False
2976,True
2977,False
2978,False
2979,True
2980,False
2981,False
2982,True
2983,False
2984,True
2985,False
2986,True
2987,True
2988,False
2989,False
2990,False
2991,False
2992,False
2993,False
2994,False
2995,False
2996,False
2997,False
